		shellsuit			CHAPEFC		tshirt		0		respect 0   sexy 10		150			# END OF PRO-LAPS (Esporte Center) TORSO															 		   
	    tshirtheatwht		HEATSH1		tshirt		0		respect 5 	sexy 5		50
		tshirtbobomonk		TSHRBO1		tshirt		0		respect 17 	sexy 3		50											
		tshirtbobored		TSHRBO2		tshirt		0		respect 12 	sexy 5		50
		tshirtbase5			TSRTBA1		baskball	0		respect 15 	sexy 5		30
		tshirtsuburb		TSRTSB1		hoodya		0		respect 15 	sexy 2		110
		hoodyamerc			HODMRC1		hoodya		0		respect 15 	sexy 3		120
		hoodyabase5			HODBSE1		tshirt		0		respect 20 	sexy 2		60
		hoodyarockstar		HODRST1		sweat		0		respect 17 	sexy 3		90
		wcoatblue			WCOATA		tshirt		0		respect 0 	sexy 5		50
		suit1blue    		COACHA		denim		0		respect 15 	sexy 3		70
		coachsemi			COACHB		denim		0		respect 5 	sexy 3		70
		sweatrstar			RSTRSWE		denim		0		respect 10 	sexy 3		70			# END OF SUB URBAN (Santo Rock) TORSO		
		hoodyAblue			HOODB		shirta		0		respect 5 	sexy 5 		120
		hoodyAblack			HOODBL		shirta		0		respect 5 	sexy 5 		100
		hoodyAgreen			HOODG		hoodyA		0		respect 15  sexy 5 		45
		sleevtbrown			SLEVB1		tshirt		0		respect 5 	sexy 3	    60
		shirtablue			BSHIRT		shirta		0		respect 7 	sexy 3		170
		shirtayellow		YSHIRT		shirta		0		respect 7 	sexy 10 	40
		shirtagrey			GSHIRT		shirta		0		respect 7 	sexy 10 	40
		shirtbgang			SHTBG1		shirta		0		respect 15 	sexy 3 		40
	    tshirtzipcrm		TSHZIP1		tshirt		0		respect 0  	sexy 5		35
		tshirtzipgry		TSHZIP2		tshirt		0		respect 0  	sexy 5		35
	    denimfade			DENJCK1		denim		0		respect 10 	sexy 20		90
	    bowling 			BOWLSH1		tshirt 		0		respect 7 	sexy 5		5000	   # END OF ZIP (Viela Urban) TORSO
		hoodjackbeige		HODJCK1		hoodya		0		respect 17 	sexy 15		75
		baskballloc			BASKB		baskball	0		respect 5 	sexy 5		300
		tshirtlocgrey		TSHIRTB		tshirt		0		respect 5 	sexy 5		200
		tshirtmaddgrey		TSHRTMG		tshirt		0		respect 5 	sexy 5		30
		tshirtmaddgrn		TSRTMGN		tshirt		0		respect 5 	sexy 5		30
		suit1grey			SUT1GRY		sweat		0		respect 20 	sexy 25		1620
		suit1blk			SUT1BLK		shirta		0		respect 10 	sexy 20		6000
		leather        		BIKERJ		leather		0		respect 17 	sexy 15		320
		painter             PAINT1 		tshirt		0		respect 15 	sexy 10		320
		hawaiiwht			HAWAI1		tshirt		0		respect 7 	sexy 13		200
		hawaiired			HAWAI2		tshirt		0		respect 7 	sexy 13		300
		sportjack			SPRJCT		tshirt		0		respect	15	sexy 17		450			# END OF VICTIM (Nobre Style) TORSO
		suit1red			SUIT1		suit1		0		respect 23 	sexy 25		4000
		#suit1blue			SUIT2		suit1		0		respect 22 	sexy 25		3000
		#suit1yellow		SUIT3		suit1		0		respect 25 	sexy 25		6000	
		suit2grn 			SUT2GRN		suit2		0		respect 25 	sexy 25		5500
		tuxedo				TUXEDO		suit2		0		respect	20	sexy 25		7000
		#suit1gang			SUITGNG		suit1		0		respect 25	sexy 15		5500
		#letter				LETTER		sleevt		0		respect 15	sexy 5		1525 		# END OF DIDIE SACHS (Uniformes) TORSO	
		worktrcamogrn		BERMAZ		chonger		2		respect 6 	sexy 10	 	30
		worktrcamogry		BERMRG		chonger		2		respect 2 	sexy 10 	250
		worktrgrey			BERMPA		chonger		2		respect 0	sexy 10 	30
		worktrkhaki			BERMPR		chonger		2		respect 5 	sexy 10 	30
		tracktr				BERMCA		chonger		2		respect 3 	sexy 10	 	40	
		tracktreris			BERMFL		chonger		2		respect 5 	sexy 10		40
		jeansdenim			JEANSBL		jeans		2		respect 0 	sexy 0 		90
		denimsgang			JEANSPR		jeans		2		respect 1 	sexy 2 		120
		denimsred			JEANSCZ		jeans		2		respect 1 	sexy 3 		140
		biegetr				BERMES		chonger		2		respect 1 	sexy 10 	30			# END OF BINCO (Pague Menos) LEGS																					
		tracktrpro			TRACKT1		tracktr		2		respect 5 	sexy 2 		220
		tracktrwhstr		TRACKT2		tracktr		2		respect 5 	sexy 2		220
		tracktrblue			TRACKT3		tracktr		2		respect 5 	sexy 2 		220
		tracktrgang			TRACKT4		tracktr		2		respect 9 	sexy 1 		120
		bbshortwht	   		BOXSRT1		tracktr		2		respect 5 	sexy 1 		120
		boxshort			BOXSRT2		chonger		2		respect 5 	sexy 1 		60
		bbshortred			BOXSRT3		chonger 	2		respect 5 	sexy 1 		60
		shellsuittr			SHELBOT		chonger		2		respect 0 	sexy 0		50			# END OF PRO-LAPS (Esporte Center) LEGS
		shortsgrey      	SHORT1		jeans		2		respect 0 	sexy 0		30
		shortskhaki     	SHORT2		jeans		2		respect 5 	sexy 0		30
		chongergrey			CHONG1		jeans		2		respect 2 	sexy 1		50
		chongergang			CHONG2		jeans		2		respect 6 	sexy 0		50
		chongerred			CHONG3		jeans		2		respect 6 	sexy 2		50
		chongerblue			CHONG4		jeans		2		respect 2 	sexy 2		50
		shortsgang			SHORT3		jeans		2		respect 0 	sexy 5		30
		denimsgang			DENIM1		jeans		2		respect 15 	sexy 5		60
		denimsred			DENIM2		jeans		2		respect 0 	sexy 0		60			# END OF SUB URBAN (Santo Rock) LEGS																	
		chinosbiege			CHINBIE		chinosb		2		respect 10  sexy 3		130
		chinoskhaki			CHINOK		chinosb		2		respect 10 	sexy 6 		150
		cutoffchinos		CUTCHI		chinosb		2		respect 6 	sexy 3 		130
		cutoffchinosblue	CUTCHBU		chinosb		2		respect 6 	sexy 3 		130
		chinosblack			CHINO3		chinosb		2		respect 8   sexy 3		150
		chinosblue			CHINO4		chinosb		2		respect 8   sexy 3		130			# END OF ZIP (Viela Urban) LEGS
		leathertr			LEATHA		jeans		2		respect 8 	sexy 8 	    875
		leathertrchaps		LEATHB		leathertr	2		respect 0 	sexy 0 	    80
		suit1trgrey			SUTR1GR		jeans		2		respect 8 	sexy 10 	800
		suit1trblk			SUTR1BL		jeans		2		respect 8 	sexy 10 	800
		cutoffdenims		CUTDENM		jeans		2		respect 9 	sexy 7 	    1000		# END OF VICTIM (Nobre Style) LEGS
		#suit1trred			SUITTR1		suit1tr		2		respect 9 	sexy 10		2000
		#suit1trblue		SUITTR2		suit1tr		2		respect 9 	sexy 10 	2500
		#suit1tryellow		SUITTR3		suit1tr		2		respect 10 	sexy 10 	4000
		#suit1trgreen		SUTR1GN		suit1tr		2		respect 10 	sexy 10 	3000
		suit1trblk2         SUTR2BL 	suit1tr     2       respect 9   sexy 10     3000
		#suit1trgang		SUTRGNG		suit1tr		2		respect 10  sexy 6		1500		 # END OF DIDIE SACHS (Uniformes) LEGS																							  
		player_legs			LEGS		legs		2		respect 0 	sexy 50		0			# DEFAULT PLAYER LEGS				
		cowboyboot2			COWBOT2		biker		3		respect 1 	sexy 0 		150
		bask2semi			SANDIL6		flipflop	3		respect 0 	sexy 15 	20
		bask1eris			SANDIL7		flipflop	3		respect 0 	sexy 15 	20
		sneakerbincgang		SNKBGAN		bask1		3		respect 3 	sexy 5 		600
		sneakerbincblu		SNKBBLU		sneaker		3		respect 1 	sexy 5 		500
		sneakerbincblk		SNKBBLK		sneaker		3		respect 1 	sexy 2 		300
		flipflop			SANDIL3		flipflop	3		respect 0 	sexy 15 	20	
		flipflopa			SANDIL4		flipflop	3		respect 0 	sexy 15 	20			
		flipflopb			SANDIL5		flipflop	3		respect 0 	sexy 15 	20	       # END OF BINCO (Pague Menos) SHOES		
		hitop				HITOP		bask1		3		respect 5   sexy 3 		115
		convproblk			CHUBLK		conv		3		respect 3   sexy 2 		160
		convproblu          CONBLUE		conv		3		respect 3  	sexy 2	 	160
		convprogrn			CONGREN		conv		3		respect 5   sexy 2 		160
		sneakerprored		PROTRA1		shoe		3		respect 2  	sexy 3 		80		   
		sneakerproblu		PROTRA2		shoe		3		respect 2  	sexy 2 		75
		sneakerprowht		PROTRA3		sneaker		3		respect 2   sexy 2 		70
		bask1prowht			PROWHT1		sneaker		3		respect 4   sexy 2 		500
		bask1problk			PROBLK1		sneaker		3		respect 4   sexy 2 		500
		boxingshoe			BOXSHO1		biker		3		respect 0   sexy 3 		300			# END OF PRO-LAPS (Esporte Center) SHOES
		convheatblk			COHEAT1		conv		3		respect 2 	sexy 1		55
		convheatred			COHEAT2		conv		3		respect 2 	sexy 1		55
		convheatorn			COHEAT3		conv		3		respect 2 	sexy 1		50
		sneakerheatwht		SNHEAT1		sneaker		3		respect 2 	sexy 2		300
		sneakerheatgry		SNHEAT2		sneaker		3		respect 2 	sexy 2		300
		sneakerheatblk		SNHEAT3		sneaker		3		respect 2 	sexy 3		400
		bask2heatwht		BSHEAT1		sneaker		3		respect 3 	sexy 3		400
		bask2heatband		BSHEAT2		bask1		3		respect 3 	sexy 2		80			# END OF SUB URBAN (Santo Rock) SHOES
		timbergrey			TIMBER1		timber		3		respect 5 	sexy 5 		200
		timberred			TIMBER2		timber		3		respect 5 	sexy 5 		200
		timberfawn			TIMBER3		timber		3		respect 5 	sexy 5 		200
		timberhike			TIMBER4		timber		3		respect 4 	sexy 5		200			# END OF ZIP (Viela Urban) SHOES
		sandal				SANDIL1		flipflop	3		respect 0 	sexy 15 	20
		sandalsock			SANDIL2		flipflop	3		respect 0 	sexy 15 	20
		cowboyboot			CONVABE  	conv		3		respect 4	sexy 5		500
		biker				BIKEBOT		biker		3		respect 3	sexy 3		145
		snakeskin			SNAKESN		biker		3		respect 5	sexy 5		1000		# END OF VICTIM (Nobre Style) SHOES
		shoedressblk		SHOEDR1		biker		3		respect 5   sexy 5      2500
		shoedressbrn		SHOEDR2		shoe		3		respect 4   sexy 5     	1100																						
		shoespatz			SHOEDR3		shoe		3		respect 5   sexy 5      350			# END OF DIDIE SACHS (Uniformes) SHOES
		dogtag				DOGTAG		neck		13		respect 1   sexy 2		20
		neckafrica			NECKAFR		neck		13		respect 1   sexy 1		12			# END OF BINCO (Pague Menos) CHAINS
		stopwatch			STOPWAT		neck		13		respect 0   sexy 1		20
		necksaints			NECKSNT		neck		13		respect 1   sexy 0		25			# END OF PRO-LAPS (Esporte Center) CHAIN
		neckhash			NECKHA		neck    	13		respect 2 	sexy 1		40
		necksilver			NECKCU1		neck2 		13		respect 2 	sexy 1		30
		neckgold			NECKCU2		neck2		13		respect 2 	sexy 1		30			# END OF SUB URBAN (Santo Rock) CHAIN
		neckropes			NECKRP1		neck		13		respect 2 	sexy 1		30
		neckropeg			NECKRP2		neck2		13		respect 2 	sexy 3		30			# END OF ZIP (Viela Urban) CHAIN
		neckls				NECKLS		neck    	13		respect 2 	sexy 1		50			# END OF VICTIM (Nobre Style) CHAIN
		neckdollar			NECKDL		neck    	13		respect 2 	sexy 2		2000
		neckcross			NECKCR		neck    	13		respect 2 	sexy 2		5000		# END OF DIDIE SACHS (Uniformes) CHAIN
		watchpink			PULSRE		zorromask	14		respect 0 	sexy 10		180
		watchyellow			WATCH8		watch		14		respect 0 	sexy 0		60			# END OF BINCO (Pague Menos) WATCH
		watchpro			WATCH3		watch		14		respect 0 	sexy 0		200
		watchpro2			WATCH4		watch		14		respect 1 	sexy 1	    70			# END OF PRO-LAPS (Esporte Center) WATCHES
		watchsub1			WATCH9		watch		14		respect 1 	sexy 1		90
		watchsub2			WATCH10		watch		14		respect 2 	sexy 1		100			# END OF SUB URBAN (Santo Rock) WATCH
		watchzip1			WATCH11		watch		14		respect 2 	sexy 2		100
		watchzip2			WATCH12		watch		14		respect 2 	sexy 2		220
		watchgno			WATCH2		watch		14		respect 1 	sexy 2		1500
		watchgno2			WATCH5		watch		14		respect 2 	sexy 2		3000		# END OF VICTIM (Nobre Style) WATCHES
		watchcro			WATCH1		watch		14		respect 3 	sexy 3		8000		
		watchcro2			WATCH6		watch		14		respect 3 	sexy 0		100		# END OF DIDIE SACHS (Uniformes) WATCHES
		groucho				GROUCH1		grouchos	15      respect 0 	sexy 0		10
		#zorro				ZORRO		zorromask	15		respect 0	sexy 0		20
		glasses01			GLASS1		glasses01	15      respect 2 	sexy 30		150
		glasses04			GLASS4		glasses04	15		respect 2	sexy 30		150
		bandred3			BANDA15		bandmask	15		respect 1	sexy 50		20
		bandblue3			BANDA16		bandmask	15		respect 1	sexy 50		20
		bandgang3			BANDA17		bandmask	15		respect 2	sexy 50		20
		bandblack3			BANDA18		bandmask	15		respect 1	sexy 50		20		# END OF BINCO (Pague Menos) GLASSES
		glasses01dark		GLASS5		glasses01   15 		respect 1	sexy 1		150
		glasses04dark		GLASS6		glasses03   15 		respect 2	sexy 1		60			# END OF PRO-LAPS (Esporte Center) GLASSES
		glasses03			GLASS3		glasses03	15		respect 2	sexy 2		400
		glasses03red		GLASS8		glasses04	15		respect 1	sexy 1		250
		glasses03blue		GLASS9		glasses04	15		respect 1	sexy 1		250
		glasses03dark		GLASS7		glasses04	15		respect 2	sexy 2		500			# END OF VICTIM (Nobre Style) GLASSES
		eyepatch			EYEPCH		eyepatch	15		respect 0 	sexy 0		5
		glasses05dark		GLASS10		glasses03	15		respect 1	sexy 1		70
		glasses05			GLASS11		glasses04	15		respect 2	sexy 2		800	   
		bandred				BANDAN7		bandana		16		respect 1 	sexy 100	20
		bandblue			BANDAN8		bandana		16		respect 1 	sexy 100	20
		bandgang			BANDAN9		bandana		16		respect 3 	sexy 100	20
		bandblack			BANDA10		bandana		16		respect 1 	sexy 100	20
		bandred2			BANDA11		bandknots	16		respect 1 	sexy 10		20
		bandblue2			BANDA12		bandknots	16		respect 1 	sexy 10		20 
		bandblack2			BANDA13		bandknots	16		respect 1 	sexy 10		20
		bandgang2			BANDA14		bandknots	16		respect 3 	sexy 10		20
		capknitgrn          CAP25       capknit     16		respect 2 	sexy 3		150
		captruck            CAP26       captruck	16		respect 0 	sexy 0		5
		cowboy				CAP28       cowboy      16      respect 0 	sexy 0		20
