// Generated using In-game Timecyc Editor written by fastman92
// You can find this script on gtaforums.com

//////////// EXTRASUNNY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
35 31 30	145 145 145	255 255 255	63 79 107	168 138 122	0 0 0	0 0 0	2.5 2 0.4 80 80 20 2800 65514 0.5	66 135 176	145 182 213	107 117 122 250	50 228 210 177	50 78 92 99	255 80 0 0
//Midday
78 59 48	193 193 193	255 255 255	104 133 172	172 179 188	0 0 0	0 0 0	1 1.5 0.4 100 0 120 1365 65514 0.7	249 248 255	118 153 179	130 130 129 240	75 78 92 99	75 78 92 99	250 80 0 1
//7PM
70 61 57	226 226 226	255 255 255	97 126 150	148 128 115	0 0 0	0 0 0	3.5 1 0.5 80 50 0 2800 65514 0.9	120 40 40	83 107 128	116 135 144 240	10 124 124 124	15 63 74 103	200 80 0 0
//8PM
7 7 7	194 194 194	255 255 255	24 48 76	92 111 130	0 0 0	0 0 0	2 1 1 80 80 0 2800 65514 1	120 40 40	87 112 138	132 176 189 240	20 83 101 108	20 49 63 77	200 0 0 0
//10PM
22 22 22	190 190 190	255 255 255	11 17 25	19 21 22	0 0 0	0 0 0	1 0.5 0.8 200 100 0 2800 111 1	70 27 10	41 83 105	80 88 94 240	50 87 112 138	50 0 48 20	40 80 0 0
//
//////////// SUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
22 22 22	112 102 96	255 255 255	0 1 2	2 4 7	255 135 6	5 0 0	1 0.9 0.7 200 100 0 1600 400 1.5	0 0 0	60 71 82	22 28 36 255	127 70 70 70	127 0 0 0	100 80 0 0
//5AM
42 42 42	138 138 138	255 255 255	8 14 26	15 24 31	255 128 0	255 255 23	3 0.9 0.7 200 100 0 1600 400 1.5	19 25 30	48 67 86	34 42 57 240	100 70 70 70	100 0 0 0	255 80 0 0
//6AM
42 37 36	147 128 119	255 255 255	55 77 109	179 143 107	255 128 0	255 128 0	4 1.9 0.4 200 100 0 1600 400 0.5	63 52 45	98 123 144	90 71 69 240	50 161 106 60	40 0 0 0	255 80 0 1
//7AM
55 55 55	232 208 193	255 255 255	91 131 167	170 217 219	255 150 13	55 128 0	5.4 1 0.5 130 50 75 1600 400 0.3	56 56 56	157 193 216	116 151 157 240	40 173 106 60	40 47 58 70	255 80 0 1
//Midday
48 79 91	190 190 190	255 255 255	79 123 172	123 161 191	255 255 0	71 42 20	4.1 0.6 0.7 150 5 75 1680 400 0.1	18 23 27	164 187 204	72 145 177 240	75 203 118 60	75 134 133 121	255 80 0 1
//7PM
93 93 93	230 199 177	255 255 255	119 153 188	224 211 192	255 150 13	99 62 0	4.4 1 0.3 150 50 75 1600 400 0.5	68 68 68	208 217 221	145 170 170 240	22 133 106 60	22 75 98 120	255 80 0 1
//8PM
42 42 42	163 151 143	255 255 255	80 107 134	211 146 106	255 150 13	155 0 0	2 0.4 0.4 150 60 0 1600 200 0.7	63 37 24	208 217 221	67 45 42 240	20 173 106 70	30 75 75 55	255 0 0 1
//10PM
32 32 32	143 131 123	255 255 255	3 7 15	18 21 31	255 135 6	5 0 0	1 0.9 0.6 200 100 0 1630 166 0.8	0 0 0	106 136 168	35 36 48 240	127 70 70 70	127 0 0 0	55 80 0 1
//
//////////// EXTRASUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
27 27 27	143 131 123	255 255 255	2 3 6	3 6 12	255 135 6	255 0 0	1 0.9 0.6 200 100 0 1600 400 1.2	0 0 0	43 63 113	30 35 55 240	22 70 70 70	42 0 0 0	100 80 0 0
//5AM
47 47 47	160 160 160	255 255 255	17 20 32	74 102 117	255 128 0	255 0 0	1 0.8 0.5 200 100 0 1600 400 0.7	0 0 0	50 79 95	53 62 68 240	40 70 70 70	40 0 0 0	250 80 0 0
//6AM
42 42 42	188 188 188	255 255 255	87 114 155	234 181 153	255 128 0	255 255 0	4 0 0.4 200 100 0 1600 400 0.6	100 34 25	206 160 153	97 104 127 240	65 161 106 60	65 0 0 0	250 80 0 1
//7AM
65 65 65	225 170 134	255 255 255	132 161 196	207 223 224	255 255 0	255 255 0	4.4 1 0.8 136 50 75 1630 400 0.3	120 40 40	162 193 206	145 170 170 240	25 173 106 60	25 78 92 99	250 80 0 1
//Midday
75 75 75	185 185 185	255 255 255	92 125 174	139 173 215	255 255 0	255 255 0	3.1 1 0.6 150 0 20 1645 400 0.1	94 73 49	141 169 210	90 146 170 240	85 149 118 60	85 72 95 100	255 80 0 1
//7PM
55 55 55	247 214 190	255 255 255	151 184 226	235 200 163	255 150 13	138 126 58	4.4 1 0.3 140 50 75 1600 400 0.3	120 40 40	173 212 225	145 170 170 240	30 133 106 60	30 78 92 99	255 80 0 1
//8PM
55 55 55	207 184 169	255 255 255	92 133 170	200 166 130	255 150 13	55 128 0	8.4 1 0.3 100 50 75 1600 400 0.5	120 40 40	224 205 188	198 177 157 240	20 173 106 70	10 129 110 2	255 80 0 1
//10PM
30 30 30	143 131 123	255 255 255	5 9 15	14 23 39	255 135 6	5 0 0	1 0.4 0.4 200 100 0 1700 400 0.8	0 0 0	52 67 101	35 39 53 240	127 70 70 70	127 0 0 0	255 0 0 1
//
//////////// CLOUDY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
27 27 27	109 109 109	255 255 255	4 7 15	9 12 17	0 0 0	0 0 0	1 1 0.6 200 100 0 4600 65514 1.3	30 20 0	23 32 55	38 44 59 240	80 124 124 124	80 16 48 10	155 0 0 0
//5AM
42 42 42	164 184 197	255 255 255	30 41 73	90 135 159	0 0 0	0 0 0	0 1 0.6 200 100 0 4600 65514 1	70 27 10	103 132 146	59 68 77 240	45 124 124 124	45 0 48 20	155 80 0 1
//6AM
32 32 32	191 201 207	255 255 255	92 136 188	216 187 138	0 0 0	0 0 0	3 1.9 0.6 200 100 0 4600 65514 0.9	100 34 25	158 186 197	62 72 77 240	20 124 124 124	20 0 48 20	155 80 0 1
//7AM
85 85 85	181 184 186	255 255 255	100 150 196	198 229 255	0 0 0	0 0 0	2.5 0.9 0.4 80 80 0 4600 65514 0.8	120 40 40	86 124 156	107 117 122 240	20 124 124 124	20 0 48 20	155 80 0 1
//Midday
59 59 59	186 186 186	255 255 255	108 154 194	170 197 218	0 0 0	0 0 0	1 1 0.1 80 50 120 4600 65514 0.7	120 100 100	168 168 168	141 141 140 240	80 90 102 120	80 30 38 30	200 80 0 1
//7PM
75 75 75	183 230 255	255 255 255	118 154 198	183 222 235	0 0 0	0 0 0	3.5 1 0.5 80 50 0 4300 65514 0.9	120 40 40	116 153 165	116 135 144 240	20 124 124 124	20 10 46 22	30 80 0 1
//8PM
42 42 42	175 201 221	255 255 255	41 69 104	229 179 146	0 0 0	0 0 0	2 1 1 80 80 0 4600 65514 1.5	120 40 40	59 77 84	132 176 189 240	20 124 124 124	25 0 48 20	55 80 0 1
//10PM
35 35 35	207 215 223	255 255 255	13 17 34	41 48 61	0 0 0	0 0 0	1 1 1 200 100 0 4600 65514 1.2	70 27 10	21 28 32	61 76 96 240	50 124 124 124	50 0 48 20	85 80 0 1
//
//////////// RAINY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
24 24 24	148 170 184	255 255 255	6 7 15	17 23 30	0 0 0	0 0 0	1 1 0.5 200 100 0 1000 5 1.3	30 20 0	68 85 123	59 68 77 240	100 124 124 124	100 16 48 10	30 80 0 1
//5AM
42 42 42	135 173 197	255 255 255	10 14 22	38 52 80	0 0 0	0 0 0	0 1.4 0.6 200 100 0 2600 5 1.7	70 27 10	65 89 131	59 68 77 240	100 124 124 124	100 0 48 20	200 80 0 1
//6AM
42 42 42	135 173 197	255 255 255	66 86 115	134 134 134	0 0 0	0 0 0	3.4 0.9 0.4 200 100 0 2600 5 0.9	100 34 25	145 182 213	62 72 77 240	30 124 124 124	30 0 48 20	155 80 0 1
//7AM
55 55 55	135 173 197	255 255 255	93 125 153	200 200 200	0 0 0	0 0 0	2.5 0.7 0.4 80 80 0 2600 5 0.8	120 40 40	145 182 213	107 117 122 240	20 124 124 124	20 0 48 20	155 0 0 1
//Midday
64 64 64	145 182 213	255 255 255	97 125 150	145 166 185	0 0 0	0 0 0	1 0.5 0.1 80 50 120 2600 50 1.7	120 100 100	85 107 126	141 141 140 240	100 124 124 124	100 30 38 30	255 80 0 1
//7PM
55 55 55	137 177 197	255 255 255	66 137 177	189 189 189	0 0 0	0 0 0	3.5 1.3 0.7 80 100 0 2400 5 0.9	117 39 39	103 128 151	116 135 144 240	10 124 124 124	10 10 46 22	255 80 0 1
//8PM
42 42 42	167 198 223	255 255 255	19 25 35	25 52 74	0 0 0	0 0 0	2 1.5 0.6 80 80 0 2600 5 1	120 40 40	55 106 157	132 176 189 240	20 124 124 124	20 0 48 20	100 80 0 1
//10PM
35 35 35	167 198 223	255 255 255	25 32 39	16 33 47	0 0 0	0 0 0	1 1 1 200 100 0 1000 5 1	70 27 10	87 112 138	161 176 189 240	30 124 124 124	20 0 48 20	155 100 0 1
//
//////////// FOGGY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
40 40 40	135 173 197	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	1 0.8 0.8 200 100 0 1000 5 1.2	30 20 0	54 83 92	59 68 77 240	22 124 124 124	22 74 74 74	80 80 0 1
//5AM
42 42 42	74 74 74	255 255 255	83 107 128	20 20 20	0 0 0	0 0 0	0 0.6 0.7 200 100 0 1000 5 1	70 27 10	145 182 213	59 68 77 240	60 124 124 124	60 74 74 74	225 80 0 1
//6AM
74 74 74	135 173 197	255 255 255	117 174 217	74 74 74	0 0 0	0 0 0	3.4 0.9 0.4 200 100 0 1000 5 0.9	100 34 25	145 182 213	62 72 77 240	20 124 124 124	25 74 74 74	155 80 0 1
//7AM
55 55 55	135 173 197	255 255 255	83 107 128	50 50 50	0 0 0	0 0 0	2.5 0.7 0.4 80 80 0 1000 5 0.8	120 40 40	145 182 213	107 117 122 240	10 124 124 124	30 0 48 20	55 80 0 1
//Midday
64 64 64	86 88 92	255 255 255	89 104 128	179 200 217	0 0 0	0 0 0	1 0.9 0.8 80 50 120 1000 5 0.7	120 100 100	86 124 146	141 141 140 240	50 124 124 124	50 86 88 92	225 80 0 1
//7PM
55 55 55	135 173 193	255 255 255	55 106 157	83 107 128	0 0 0	0 0 0	3.5 1 0.5 80 50 0 1000 5 0.9	120 40 40	145 182 213	116 135 144 240	72 124 124 124	22 10 46 22	60 80 0 1
//8PM
42 42 42	180 190 190	255 255 255	40 40 40	83 107 128	0 0 0	0 0 0	2 1 1 80 80 0 1000 5 1	120 40 40	125 170 170	132 176 189 240	20 124 124 124	20 0 48 20	105 80 0 1
//10PM
35 35 35	167 198 223	255 255 255	40 40 40	50 50 50	0 0 0	0 0 0	1 1 1 200 100 0 1000 5 1	70 27 10	83 107 128	161 176 189 240	40 124 124 124	40 0 48 20	50 80 0 1
//
//////////// SUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
25 25 25	143 131 123	255 255 255	0 0 0	2 3 8	255 135 6	5 0 0	1 1.9 0.4 211 100 0 1600 400 1.3	0 0 0	87 95 130	38 38 55 240	127 70 70 70	127 0 0 0	55 80 0 0
//5AM
52 52 52	138 138 138	255 255 255	9 21 35	47 63 76	255 128 0	255 174 0	3.5 0.7 0.7 200 100 0 1600 400 0.5	33 26 21	64 89 137	53 62 68 240	40 70 70 70	40 0 0 0	255 80 0 1
//6AM
42 42 42	188 188 188	255 255 255	115 146 177	221 173 117	255 128 0	255 128 0	1 0.8 0.7 200 100 0 1600 400 0.5	109 62 33	97 127 180	87 115 127 240	30 161 106 60	30 47 115 166	255 80 0 1
//7AM
55 55 55	182 138 109	255 255 255	144 179 252	253 213 173	255 150 13	55 128 0	6.4 1 0.4 100 50 75 1600 400 0.3	120 40 40	255 255 255	145 170 170 240	20 173 106 60	20 209 157 80	255 80 0 1
//Midday
25 28 33	194 221 255	255 255 255	99 121 173	124 157 197	255 255 0	255 158 0	4.1 0.8 0.6 180 80 0 1700 400 0.1	8 14 22	200 207 214	86 170 170 240	75 203 153 107	75 200 173 91	220 80 0 1
//7PM
62 62 62	226 196 174	255 255 255	137 168 216	221 196 173	255 150 13	255 154 0	4.4 1 0.6 180 50 75 1600 400 0.5	63 46 40	210 224 232	145 170 170 240	10 198 208 157	10 129 110 2	255 80 0 1
//8PM
17 17 17	190 176 167	255 255 255	54 93 135	154 126 95	255 150 13	255 139 0	1 0.8 0.6 100 60 0 1700 400 0.7	71 41 28	145 182 213	169 208 234 240	40 173 106 70	40 75 75 55	255 80 0 0
//10PM
19 19 19	239 219 205	255 255 255	6 9 14	11 21 29	255 135 6	5 0 0	1 0.6 0.6 200 100 0 1600 400 0.8	5 5 5	145 182 213	51 58 76 240	127 70 70 70	127 83 107 128	55 80 0 1
//
//////////// EXTRASUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
20 20 20	193 176 166	255 255 255	0 1 2	3 5 8	255 135 6	255 0 0	1 0.9 0.7 200 100 0 1600 800 1.2	0 0 0	38 71 109	38 38 55 240	12 70 70 70	12 0 0 0	100 80 0 0
//5AM
68 68 68	163 163 163	255 255 255	6 13 26	25 53 69	255 128 0	255 0 0	1 0.8 0.7 200 100 0 1600 600 0.7	0 0 0	111 152 168	53 62 68 240	10 70 70 70	10 0 0 0	225 0 0 0
//6AM
42 42 42	240 240 240	255 255 255	86 130 184	194 151 106	255 128 0	0 0 0	3 0.9 0.4 200 100 0 1600 200 0.6	100 34 25	103 158 255	185 160 160 240	30 161 106 60	30 0 0 0	250 80 0 1
//7AM
55 55 55	182 156 139	255 255 255	126 151 201	218 191 164	255 150 13	96 57 28	4.4 1 0.6 100 50 75 1600 200 0.3	120 40 40	226 203 167	145 170 170 240	10 173 106 60	10 129 110 2	255 80 0 1
//Midday
64 64 64	214 214 214	255 255 255	105 135 181	138 168 203	255 128 64	128 64 64	4.6 1 0.6 200 0 20 1750 400 0.1	44 34 23	145 164 183	90 170 170 240	50 217 139 93	50 229 203 138	255 122 0 1
//7PM
55 55 55	212 184 163	255 255 255	120 148 191	255 207 186	255 150 13	128 103 52	4.4 1 0.6 150 50 75 1700 0 1.3	120 40 40	170 190 255	93 169 220 240	20 133 106 60	20 129 110 2	255 80 0 1
//8PM
3 3 3	204 155 122	255 255 255	47 82 119	149 108 74	255 150 13	117 72 27	8.4 1 0.3 176 50 75 1650 0 0.5	120 40 40	210 224 232	145 170 170 240	20 173 106 70	20 129 110 2	250 80 0 1
//10PM
30 30 30	219 201 188	255 255 255	1 5 7	11 20 31	255 135 6	5 0 0	1 0.4 0.4 200 100 0 1600 600 0.8	0 0 0	36 47 65	42 51 58 240	127 70 70 70	127 0 0 0	225 0 0 0
//
//////////// CLOUDY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
12 12 12	171 195 211	255 255 255	3 3 5	1 4 7	0 0 0	0 0 0	1 1 0.5 200 100 0 1000 5 1	30 20 0	54 65 86	39 45 51 240	127 26 51 51	127 16 20 4	25 80 0 0
//5AM
17 17 17	150 193 219	255 255 255	4 8 15	21 41 53	0 0 0	0 0 0	0 1 0.6 200 100 0 2000 5 1	70 27 10	18 28 35	59 68 77 240	100 124 124 124	100 0 48 20	255 0 0 0
//6AM
42 42 42	174 223 255	255 255 255	48 70 112	146 172 185	0 0 0	0 0 0	3.4 0.9 0.4 200 100 0 1000 5 0.9	100 34 25	145 182 213	62 72 77 240	20 124 124 124	20 0 48 20	255 80 0 1
//7AM
