// Fore each type of zone (Business, Countryside etc) we have a that controls the ped densities.
// There is a set of values for each time of the day in 2 hour increments (midnight, 2am, 4 am etc)
// There are 2 sets of values: Weekday & Weekend.
// #Peds is the maximum number of peds you can ever have.
// #Cars is the maximum number of cars you can ever have.

// 4 Values for Dealers Gang Cops Other. These are percentages and are used to take the
// number of Dealers, gang members etc down during certain times of the day.
// These numbers do not add up to anything. If they are all 100% you would get the full #Peds.

// A number of values for the different types of peds that are not Dealers, Gang members or cops.
// This is what is specified as 'Other' in the first 4 values.
// This number should add up to 100%. If it doesn't the game will scale it to 100% and print a warning.

////////////////////////////////////////////////////////////////////////////////////////
// BUSINESS
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
   8     12       0       0  100  100        0       0        0        0       0         0        0           0               0            0         0       0       0         0       0             0     100          0          // 8pm
   4     12       0       0  100  100        0       0        0        0       0         0        0           0               0            0         0       0       0         0       0             0     100          0         // 10pm



////////////////////////////////////////////////////////////////////////////////////////
// ENTERTAINMENT   - this is used for LA and SF (not lots of entertainers here)
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
   20    20     100     100  100  100        0        0       60       0       0          0        0           0                0          20       20       0       0         0        0           0      0          0          // Midnight
   10     10     100     100  100  100        0        0       70       0       0          0        0           0                0          20       10       0       0         0        0           0      0          0           // 2am
    10    10     100     100  100  100        0       15       50       0       0          0        0           0                0          25       10       0       0         0        0           0      0          0           // 4am
    10    10     100     100  100  100        0       30       0        0       0          0       35           35               0          0         0       0       0         0        0           0      0          0            // 6am
   40    40    100      70  100  100        0       30       0        0       0          0       35           35               0          0         0       0       0         0        0           0      0          0            // 8am
   50    50     50      70  100  100        0       30       0        0       0          0       35           35               0          0         0       0       0         0        0           0      0          0            // 10am
   60    50     50      70  100  100        0       30       0        0       0          0       35           35               0          0         0       0       0         0        0           0      0          0            // noon
   60    50     50      70  100  100        0       30       0        0       0          0       35           35               0          0         0       0       0         0        0           0      0          0            // 2pm
   50    50     50      70  100  100        0       30       0        0       0          0       35           35               0          0         0       0       0         0        0           0      0          0            // 4pm
   50    50     50      70  100  100        0       30       0        0       0          0       35           35               0          0         0       0       0         0        0           0      0          0            // 6pm
   40    30     50     100  100  100        0        0       40       0       0          0       30           30               0          0         0       0       0         0        0           0      0          0             // 8pm
   40    30    100     100  100  100        0        0       60       0       0          0        0            0               0         20        20       0       0         0        0           0      0          0          // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
   20    30    100     100  100  100        0        0       60       0       0          0        0           0                0          20       20       0       0         0        0           0      0          0          // Midnight
   10     10    100     100  100  100        0        0       70       0       0          0        0           0                0          20       10       0       0         0        0           0      0          0           // 2am
    10    10    100     100  100  100        0        0       60       0       0          0        0           0                0          25       15       0       0         0        0           0      0          0           // 4am
    10    10    100     100  100  100        0        0       0        0       0          0       50           50               0          0         0       0       0         0        0           0      0          0            // 6am
   40    40    100      70  100  100        0        0       0        0       0          0       50           50               0          0         0       0       0         0        0           0      0          0            // 8am
   50    50     50      70  100  100        0        0       0        0       0          0       50           50               0          0         0       0       0         0        0           0      0          0            // 10am
   60    50     50      70  100  100        0        0       0        0       0          0       50           50               0          0         0       0       0         0        0           0      0          0            // noon
   60    50     50      70  100  100        0        0       0        0       0          0       50           50               0          0         0       0       0         0        0           0      0          0            // 2pm
   50    50     50      70  100  100        0        0       0        0       0          0       50           50               0          0         0       0       0         0        0           0      0          0            // 4pm
   50    50     50      70  100  100        0        0       0        0       0          0       50           50               0          0         0       0       0         0        0           0      0          0            // 6pm
   40    30     50     100  100  100        0        0       40       0       0          0       30           30               0          0         0       0       0         0        0           0      0          0             // 8pm
   40    30    100     100  100  100        0        0       60       0       0          0        0            0               0         20        20       0       0         0        0           0      0          0          // 10pm

////////////////////////////////////////////////////////////////////////////////////////
// COUNTRYSIDE
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    4    12       0       0  100  100       0       0        0        60      0          0       0            0               10          15        15       0       0         0       0            0      0          0           // Midnight
    4    12       0       0  100  100       0       0        0        60      0          0       0            0               10          15        15       0       0         0       0            0      0          0           // 2am
    10    12       0       0  100  100       0       0        0        80      0          0       0            0               10          0         0        0       0         0       0            0      0          0          // 4am
    10    12       0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 6am
    10    20       0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 8am
    10    20       0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 10am
    10    20       0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // noon
    10    20       0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 2pm
    10    20      0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 4pm
    10    12       0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 6pm
    4    12       0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 8pm
    4    12      0       0  100  100       0       0        0        60      0          0       0            0               10          15        15       0       0         0       0            0      0          0           // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    6    12       0       0  100  100       0       0        0        50      0          0       0            0               20          20        10       0       0         0       0            0      0          0           // Midnight
    6    12       0       0  100  100       0       0        0        50      0          0       0            0               20          20        10       0       0         0       0            0      0          0           // 2am
    10    12       0       0  100  100       0       0        0        50      0          0       0            0               20          20        10       0       0         0       0            0      0          0           // 4am
    10    12       0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 6am
    10    20       0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 8am
    12    20      0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 10am
    12    20       0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // noon
    12    20       0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 2pm
    10    20       0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 4pm
    10    20       0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 6pm
    6    12       0       0  100  100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 8pm
    6    12       0       0  100  100       0       0        0        50      0          0       0            0               20          20        10       0       0         0       0            0      0          0           // 10pm


////////////////////////////////////////////////////////////////////////////////////////
// RESIDENTIAL_RICH
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    12    12    100     100  100  100       0        0       0        0       0          0       60            0               0          20        20       0       0         0       0            0      0          0           // Midnight
    6    8    100     100  100  100       0        0       0        0       0          0       60            0               0          20        20       0       0         0       0            0      0          0           // 2am
    6    6    100     100  100  100       0        0       0        0       0          0       60            0               0          20        20       0       0         0       0            0      0          0           // 4am
   40    15    100     100  100  100       0       40       0        0       0          0       60            0               0          0         0        0       0         0       0            0      0          0           // 6am
   50    50    100      50  100  100       0       40       0        0       0          0       60            0               0          0         0        0       0         0       0            0      0          0           // 8am
   50    50     50      50  100  100       0       20       0        0       0          0       80            0               0          0         0        0       0         0       0            0      0          0           // 10am
   50    50     50      50  100  100       0       40       0        0       0          0       60            0               0          0         0        0       0         0       0            0      0          0           // noon
   50    50     50      50  100  100       0        0       0        0       0          0       80            0               0          0         0        0       0         0       0            0      0          0           // 2pm
   50    50     50      50  100  100       0       40       0        0       0          0       60            0               0          0         0        0       0         0       0            0      0          0           // 4pm
   40    50     50      50  100  100       0       40       0        0       0          0       60            0               0          0         0        0       0         0       0            0      0          0           // 6pm
   40    40     50     100  100  100       0        0       0        0       0          0       65            0               0          15        20       0       0         0       0            0      0          0           // 8pm
    12    30    100     100  100  100       0        0       0        0       0          0       60            0               0          20        20       0       0         0       0            0      0          0           // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    12    30    100     100  100  100        0        0       0        0       0         0        60            0               0          20         20       0       0         0       0            0      0          0           // Midnight
    8    12    100     100  100  100        0        0       0        0       0         0        60            0               0          20         20       0       0         0       0            0      0          0           // 2am
    8    12    100     100  100  100        0        0       0        0       0         0        60            0               0          20         20       0       0         0       0            0      0          0           // 4am
    16    12    100     100  100  100        0        0       0        0       0         0        100           0               0          0          0        0       0         0       0            0      0          0           // 6am
    16    20    100      50  100  100        0        0       0        0       0         0        100           0               0          0          0        0       0         0       0            0      0          0           // 8am
   40    40     50      50  100  100        0        0       0        0       0         0        100           0               0          0          0        0       0         0       0            0      0          0           // 10am
   50    50     50      50  100  100        0        0       0        0       0         0        100           0               0          0          0        0       0         0       0            0      0          0           // noon
   50    50     50      50  100  100        0        0       0        0       0         0        100           0               0          0          0        0       0         0       0            0      0          0           // 2pm
   40    50     50      50  100  100        0        0       0        0       0         0        100           0               0          0          0        0       0         0       0            0      0          0           // 4pm
   40    50     50      70  100  100        0        0       0        0       0         0        60            0               0          20         20       0       0         0       0            0      0          0            // 6pm
    12    40     50     100  100  100        0        0       0        0       0         0        60            0               0          20         20       0       0         0       0            0      0          0            // 8pm
    12    40    100     100  100  100        0        0       0        0       0         0        60            0               0          20         20       0       0         0       0            0      0          0           // 10pm

////////////////////////////////////////////////////////////////////////////////////////
// RESIDENTIAL_AVERAGE
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    10    10    100     100  100  100        0        0       0        0       0         0        0            70                0         15        15       0       0         0       0            0      0          0            // Midnight
    6    4    100     100  100  100        0        0       0        0       0         0        0            70                0         15        15       0       0         0       0            0      0          0            // 2am
    6    4    100     100  100  100        0        0       0        0       0         0        0            70                0         15        15       0       0         0       0            0      0          0            // 4am
    20    6    100     100  100  100        0        30      0        0       0         0        10            60                0         0         0        0       0         0       0            0      0          0            // 6am
   60    50    100      70  100  100        0        30      0        0       0         0        10            60                0         0         0        0       0         0       0            0      0          0            // 8am
   40    50     50      70  100  100        0        0       0        0       0         0        0            90               10         0         0        0       0         0       0            0      0          0           // 10am
   50    50     50      70  100  100        0        30      0        0       0         0        0            70                0         0         0        0       0         0       0            0      0          0            // noon
   50    50     50      70  100  100        0        0       0        0       0         0        0            90               10         0         0        0       0         0       0            0      0          0            // 2pm
   50    50     50      70  100  100        0        30      0        0       0         0        0            70                0         0         0        0       0         0       0            0      0          0           // 4pm
   60    50     50      70  100  100        0        30      0        0       0         0        0            70                0         0         0        0       0         0       0            0      0          0            // 6pm
   60    40     50     100  100  100        0        0       0        0       0         0        0            70                0        15        15        0       0         0       0            0      0          0            // 8pm
    20    30    100     100  100  100        0        0       0        0       0         0        0            70                0        15        15        0       0         0       0            0      0          0           // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    20    30    100     100  100  100        0        0       10       0       0         0        0            50                0         20        20       0       0         0       0            0      0          0            // Midnight
    16    10    100     100  100  100        0        0       10       0       0         0        0            50                0         20        20       0       0         0       0            0      0          0            // 2am
    8    6    100     100  100  100        0        0       0        0       0         0        0            80               20         0         0        0       0         0       0            0      0          0           // 4am
    8    6    100     100  100  100        0        0       0        0       0         0        0            80               20         0         0        0       0         0       0            0      0          0            // 6am
   30    20    100      70  100  100        0        10       0        0       0         0        15           75                0         0         0        0       0         0       0            0      0          0            // 8am
   50    40     50      70  100  100        0        10       0        0       0         0        15           75                0         0         0        0       0         0       0            0      0          0            // 10am
   40    50     50      70  100  100        0        0       0        0       0         0        0            80               20         0         0        0       0         0       0            0      0          0            // noon
   40    50     50      70  100  100        0        0       0        0       0         0        0            80               20         0         0        0       0         0       0            0      0          0            // 2pm
   40    50     50      70  100  100        0        10       0        0       0         0        15           75                0         0         0        0       0         0       0            0      0          0            // 4pm
   40    50     50      70  100  100        0        10       0        0       0         0        15           75                0         0         0        0       0         0       0            0      0          0            // 6pm
   40    40     50     100  100  100        0        0       0        0       0         0        0            100               0         0         0        0       0         0       0            0      0          0            // 8pm
   30    30    100     100  100  100        0        0       10       0       0         0        0             50               0         20        20       0       0         0       0            0      0          0            // 10pm


////////////////////////////////////////////////////////////////////////////////////////
// RESIDENTIAL_POOR
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    12    10    100     100  100  100       0        0       0        0       0          0       0            10              50          20        20       0       0         0       0            0      0          0            // Midnight
    6    4    100     100  100  100       0        0       0        0       0          0       0            10              50          20        20       0       0         0       0            0      0          0            // 2am
    6    4    100     100  100  100       0        0       0        0       0          0       0            20              60          0         20       0       0         0       0            0      0          0           // 4am
    8    12    100     100  100  100       0        0       0        0       0          0       0            20              80          0         0        0       0         0       0            0      0          0           // 6am
   20    40    100      80  100  100       0        0       0        0       0          0       0            20              80          0         0        0       0         0       0            0      0          0         // 8am
   30    30     50      80  100  100       0        0       0        0       0          0       0            20              60          0         20       0       0         0       0            0      0          0             // 10am
   40    30     50      80  100  100       0        0       0        0       0          0       0            20              80          0         0        0       0         0       0            0      0          0            // noon
   40    30     50      80  100  100       0        0       0        0       0          0       0            20              60          0         20       0       0         0       0            0      0          0             // 2pm
   40    30     50      80  100  100       0        0       0        0       0          0       0            20              60          0         20       0       0         0       0            0      0          0             // 4pm
   40    40     50      80  100  100       0        0       0        0       0          0       0            20              80          0         0        0       0         0       0            0      0          0            // 6pm
   40    20    100     100  100  100       0        0       0        0       0          0       0            20              80          0         0        0       0         0       0            0      0          0            // 8pm
    20    16    100     100  100  100       0        0       0        0       0          0       0            20              60          20        20       0       0         0       0            0      0          0            // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    20   10    100     100  100  100        0        0       0        0       0         0        0            10              60          15        15       0       0         0       0            0      0          0            // Midnight
    6    4    100     100  100  100        0        0       0        0       0         0        0            10              60          15        15       0       0         0       0            0      0          0            // 2am
    6    4    100     100  100  100        0        0       0        0       0         0        0            20              80          0         0        0       0         0       0            0      0          0           // 4am
    10    6    100     100  100  100        0        0       0        0       0         0        0            20              80          0         0        0       0         0       0            0      0          0            // 6am
   30    30    100      80  100  100        0        0       0        0       0         0        0            20              80          0         0        0       0         0       0            0      0          0            // 8am
   50    30     50      80  100  100        0        0       0        0       0         0        0            20              80          0         0        0       0         0       0            0      0          0            // 10am
   50    30     50      80  100  100        0        0       0        0       0         0        0            20              80          0         0        0       0         0       0            0      0          0            // noon
   50    30     50      80  100  100        0        0       0        0       0         0        0            20              80          0         0        0       0         0       0            0      0          0            // 2pm
   50    30     50      80  100  100        0        0       0        0       0         0        0            20              50          15        15       0       0         0       0            0      0          0             // 4pm
   40    30     50      80  100  100        0        0       0        0       0         0        0            20              50          15        15       0       0         0       0            0      0          0             // 6pm
   40    30    100     100  100  100        0        0       0        0       0         0        0            20              50          15        15       0       0         0       0            0      0          0             // 8pm
    30   20    100     100  100  100        0        0       0        0       0         0        0            20              50          15        15       0       0         0       0            0      0          0            // 10pm

////////////////////////////////////////////////////////////////////////////////////////
// GANGLAND
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    16     8     100     100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0            // Midnight
    8      3     100     100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0            // 2am
    8      3     100     100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0             // 4am
    16     15     100     100  100  100       0    	 0    	 0   	  0       0         0        60 			   0               0        20        20       0       0         0       0            0      0          0              // 6am
    20     15     100     100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0              // 8am
    30     20     50      100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0              // 10am
    40     20     50      100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0              // noon
    40     20     50      100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0              // 2pm
    40     20     50      100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0               // 4pm
    30     15     50      100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0              // 6pm
    20     10     100     100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0              // 8pm
    16     10     100     100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0            // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    16    8     100     100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0            // Midnight
    8     3     100     100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0            // 2am
    8     3     100     100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0             // 4am
    16    15     100     100  100  100       0    	 0    	 0   	  0       0         0        60 			   0               0        20        20       0       0         0       0            0      0          0              // 6am
    20    15      100     100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0              // 8am
    30    20     50      100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0              // 10am
    40    20     50      100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0              // noon
    40    20     50      100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0              // 2pm
    40    20     50      100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0               // 4pm
    30    15      50      100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0              // 6pm
    20    10      100     100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0              // 8pm
    16    10     100     100  100  100       0        0       0        0       0         0        60             0               0        20        20       0       0         0       0            0      0          0            // 10pm

////////////////////////////////////////////////////////////////////////////////////////
// BEACH
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
